name	genres	# Spotify followers	# RYM followers	mean RYM rating	current location	RYM url	Spotify url
Dracula's Necrophobic Actions	Experimental, Ambient	None	43	2.94	Brattleboro, VT, United States	https://rateyourmusic.com/artist/draculas-necrophobic-actions	None
Drainpuppet	Future Bass, Electronic, Alternative R&B, Kawaii Future Bass	3535	142	3.51	Hamilton, ON, Canada	https://rateyourmusic.com/artist/drainpuppet	https://open.spotify.com/artist/60GkTzyWHBrgEqJqw9FqAD
Drama League	Indie Rock	None	1	3.0		https://rateyourmusic.com/artist/drama-league	None
dreaming plushie	Hardcore [EDM]	112	29	3.51	Kraków, małopolskie, Poland	https://rateyourmusic.com/artist/dreaming-plushie	https://open.spotify.com/artist/5i0zEz7Gk8O1rHJIBh0oeL
Dreamwell	Screamo, Post-Hardcore	5383	1334	3.49	Providence, RI, United States	https://rateyourmusic.com/artist/dreamwell	https://open.spotify.com/artist/4iW7dCnHbqN5YErzN7FghD
Drixxo Lords	Cloud Rap, HexD, Experimental Hip Hop	1245	613	3.38		https://rateyourmusic.com/artist/drixxo-lords	https://open.spotify.com/artist/0MbxfpERpHQFrJgxXhhtF1
Drummer LJ		31	2	4.15		https://rateyourmusic.com/artist/drummer-lj	https://open.spotify.com/artist/0UFLahniLreGkJWCgu7MFF
Du Blonde	Indie Rock, Singer-Songwriter, Chamber Pop, Art Pop, Folk Pop, Chamber Folk	13054	297	3.21		https://rateyourmusic.com/artist/du-blonde	https://open.spotify.com/artist/46MOKAqmDsUILZl3iXyPmw
Dump Him	Queercore, Indie Rock, Pop Punk	5802	93	3.22	Boston, MA, United States	https://rateyourmusic.com/artist/dump-him	https://open.spotify.com/artist/0nRfJc54k6c874vvk6TVWq
Dyke Drama	Queercore, Pop Punk, Emo	4464	132	3.39	Olympia, WA, United States	https://rateyourmusic.com/artist/dyke-drama	https://open.spotify.com/artist/2mEd7XiiEr2Ym4JMeWE7t1
E_DEATH	Witch House, Cloud Rap, Electronic	2107	80	3.17	Tallahassee, FL, United States	https://rateyourmusic.com/artist/e_death	https://open.spotify.com/artist/2wSwy8bHoCzFngrIrDCFDd
E+E	Epic Collage, Mashup, Contemporary R&B, Ambient, Latin Electronic, Digital Cumbia	None	1999	3.67	Woodland, CA, United States	https://rateyourmusic.com/artist/e_e-1	None
Earthen Altar	Atmospheric Black Metal	None	7	0.0		https://rateyourmusic.com/artist/earthen-altar	None
Edge Slayer	Experimental, Noise Pop	391	4	2.56	New Orleans, LA, United States	https://rateyourmusic.com/artist/edge-slayer	https://open.spotify.com/artist/3QuKQYJTP0rL7uiX9a1ev6
Ekko Astral	Punk Rock	753	15	3.72		https://rateyourmusic.com/artist/ekko-astral	https://open.spotify.com/artist/5YaWzI756w0pw1DkJkun5u
Eli Conley and Hip for Squares		None	2	0.0		https://rateyourmusic.com/artist/eli_conley_and_hip_for_squares	None
Elizabeth Lazuli	Experimental, Free Improvisation, Noise	None	6	2.0	Willowick, OH, United States	https://rateyourmusic.com/artist/elizabeth-lazuli	None
Elizabeth Sunner	Experimental	None	3	3.12	Meridian, ID, United States	https://rateyourmusic.com/artist/elizabeth-sunner	None
Elizabeth Veldon	Noise, Free Improvisation	None	13	2.39	Glasgow, Glasgow City, United Kingdom	https://rateyourmusic.com/artist/elizabeth_veldon	None
Elliot Page		None	25	2.79		https://rateyourmusic.com/artist/elliot-page	None
ElyOtto	Hyperpop, Digicore, Pop Rap	129044	191	2.23	Calgary, AB, Canada	https://rateyourmusic.com/artist/elyotto	https://open.spotify.com/artist/4b19vuzlDcNdU4quI7L6sW
Elysia Crampton	Epic Collage, Latin Electronic, Deconstructed Club, Ambient, Mashup, Digital Cumbia	14997	3072	3.44	Woodland, CA, United States	https://rateyourmusic.com/artist/elysia-crampton	https://open.spotify.com/artist/75v4Rn3SqXn6dmq2PFrRgN
Emily June	Electronic	14	1	4.0	Sydney, NSW, Australia	https://rateyourmusic.com/artist/emily-june	https://open.spotify.com/artist/1NQBEKDTgQtNymhAuqJDJ9
Emma Lee	Electronic	None	19	3.3	Tampa, FL, United States	https://rateyourmusic.com/artist/emma-lee-1	None
Englewood Pop Star	Folk Punk, Anti-Folk, Indietronica	None	67	2.56	Concord, NH, United States	https://rateyourmusic.com/artist/englewood-pop-star	None
Envelope Generator	Synthpop	217	24	3.16	Brighton, East Sussex, United Kingdom	https://rateyourmusic.com/artist/envelope-generator	https://open.spotify.com/artist/2w8lYe6TbOKdCtl40EIETM
Envvy	Black Metal	15	6	2.88	United Kingdom	https://rateyourmusic.com/artist/envvy	https://open.spotify.com/artist/0OppF5UxMZvTyAVqJfe1Af
Erith Discord	Folk Punk	None	4	3.24		https://rateyourmusic.com/artist/erith-discord	None
Est Complexus	Synthpop	None	1	1.67	Alexandria, VA, United States	https://rateyourmusic.com/artist/est-complexus	None
estelle allen	Hyperpop	6101	60	3.02	Los Angeles, CA, United States	https://rateyourmusic.com/artist/estelle-allen	https://open.spotify.com/artist/2tjDBUi44p9i0zsZQW01o4
Ethel Cain	Dream Pop, Slowcore, Singer-Songwriter, Ethereal Wave, Ambient Pop, Pop Rock	404006	6184	3.66	Pittsburgh, PA, United States	https://rateyourmusic.com/artist/ethel-cain	https://open.spotify.com/artist/0avMDS4HyoCEP6RqZJWpY2
Eva Gnostiquette	Slacker Rock	7	1	1.0	Norwalk, CT, United States	https://rateyourmusic.com/artist/eva-gnostiquette	https://open.spotify.com/artist/1bH92fKthxRd98lG9GF5Sy
Evan Greer	Folk Punk, Queercore, Indie Rock	2747	40	3.02	Boston, MA, United States	https://rateyourmusic.com/artist/evan-greer	https://open.spotify.com/artist/53nTXspPdZCIMnq5I1PVnK
Evelyn Zajac	Metal	None	2	1.5	Chester, VA, United States	https://rateyourmusic.com/artist/evelyn-zajac	None
Everson Poe	Atmospheric Sludge Metal, Atmospheric Black Metal	318	28	2.96	Chicago, IL, United States	https://rateyourmusic.com/artist/everson-poe	https://open.spotify.com/artist/2ExbMK2OFpNJbjtcKaDZws
Evil Divine	Thrash Metal	135	9	3.12		https://rateyourmusic.com/artist/evil_divine	https://open.spotify.com/artist/0a14mbQqrv7NzF5xk05Tc3
Ex. by V.		None	4	4.11		https://rateyourmusic.com/artist/ex__by_v_	None
Extremity	Death Metal	4300	261	3.34		https://rateyourmusic.com/artist/extremity	https://open.spotify.com/artist/42iMHtuQke7Z1refGmTW3w
Ezra Furman	Indie Rock, Garage Punk, Television Music, Garage Rock Revival, Indie Pop, Art Rock	173950	1308	3.39		https://rateyourmusic.com/artist/ezra-furman	https://open.spotify.com/artist/1uR7zoLrSRI8bSL43OZ0GY
Ezra Furman & The Harpoons	Indie Rock, Singer-Songwriter	10735	221	3.38		https://rateyourmusic.com/artist/ezra-furman-and-the-harpoons	https://open.spotify.com/artist/6mMA3DehwLwdvO6YlwUFHk
Ezra Michel	Pop	4667	1	2.07	Los Angeles, CA, United States	https://rateyourmusic.com/artist/ezra-michel	https://open.spotify.com/artist/5cKZAUUJMK9Ef4gUeW0Zjz
Fairything		575	8	3.91		https://rateyourmusic.com/artist/fairything	https://open.spotify.com/artist/28quuASYfs1CNVuKptyVxu
Famitory	Hardcore [EDM]	None	14	2.52	ON, Canada	https://rateyourmusic.com/artist/famitory	None
felicita	Bubblegum Bass, Electronic, UK Bass, Deconstructed Club, Ambient, Electro-Industrial	14335	721	3.04	London, Greater London, United Kingdom	https://rateyourmusic.com/artist/felicita-1	https://open.spotify.com/artist/6GmZBJpAV2nkNPFbF64QcX
Felix Keigh		None	1	0.0	Buffalo, NY, United States	https://rateyourmusic.com/artist/felix-keigh	None
Feminazgûl	Atmospheric Black Metal	None	201	2.88	Asheville, NC, United States	https://rateyourmusic.com/artist/feminazgul	None
Feminizer	Depressive Black Metal	533	30	3.44	Seattle, WA, United States	https://rateyourmusic.com/artist/feminizer	https://open.spotify.com/artist/5ruPwNHu0gaTD3OYweTU8W
Fer Suarez	Noise	None	7	3.88		https://rateyourmusic.com/artist/fer-suarez	None
Fifty Grand	Witch House, Cloud Rap, Ambient, Art Pop, Instrumental Hip Hop, Trap	20124	163	3.16	Los Angeles, CA, United States	https://rateyourmusic.com/artist/fifty-grand	https://open.spotify.com/artist/6XVOloBtqazlT9fufDyyZV
Finally Happy	Slowcore, Death Industrial, Singer-Songwriter, Dark Folk, Avant-Folk, Experimental Hip Hop	736	188	3.01	Sunnyvale, CA, United States	https://rateyourmusic.com/artist/finally-happy	https://open.spotify.com/artist/1USknhNvzp3ZqyysZp5JEG
Fingerspit	Video Game Music, Post-Rock, Ambient, Electronic, Trip Hop	6234	63	3.55	Sevilla, Andalucía, Spain	https://rateyourmusic.com/artist/fingerspit	https://open.spotify.com/artist/0bKtV7eOLdtkULTDUeqjny
Fiona's Spiral	Neo-Psychedelia, Hypnagogic Pop, Experimental, Noise Pop, Electro-Industrial	11	39	3.2		https://rateyourmusic.com/artist/fionas-spiral	https://open.spotify.com/artist/7aSynPjVAOOE3h0jffop3N
Firefox	IDM, Experimental	None	1	0.0	Russian Federation	https://rateyourmusic.com/artist/firefox-1	None
Five Star Hotel	Power Noise, Electro-Industrial, IDM, Deconstructed Club, Footwork, Post-Industrial	7003	1906	3.46	Pittsburgh, PA, United States	https://rateyourmusic.com/artist/five-star-hotel	https://open.spotify.com/artist/4qRvtAdrXBBT0flfKrVmxG
FJF	Experimental, Free Improvisation, Anti-Folk	None	0	2.23	South Lake Tahoe, CA, United States	https://rateyourmusic.com/artist/fjf_f1	None
Floodhag	Black Metal	None	12	3.62		https://rateyourmusic.com/artist/floodhag	None
Floral Tattoo	Emo, Shoegaze, Noise Pop, Power Pop, Indie Rock, Dream Pop	4465	1196	3.18	Seattle, WA, United States	https://rateyourmusic.com/artist/floral-tattoo-1	https://open.spotify.com/artist/5A9WRVGRY9QQf7RVJxVnSS
Florian-Ayala Fauna	Industrial	None	2	0.0	Buffalo, NY, United States	https://rateyourmusic.com/artist/florian-ayala-fauna	None
Flower	Anarcho-Punk, Stenchcore	284056	35	3.38		https://rateyourmusic.com/artist/flower-2	https://open.spotify.com/artist/0VPLGnexd8K6BGbpLiPPVj
Flower Crown Me a Queen	Folk Punk	None	7	2.75		https://rateyourmusic.com/artist/flower-crown-me-a-queen	None
Flowers Taped to Pens	Midwest Emo, Screamo	None	530	3.0		https://rateyourmusic.com/artist/flowers-taped-to-pens	None
flowing panda	Singer-Songwriter	18	3	3.75	Łódź, łódzkie, Poland	https://rateyourmusic.com/artist/flowing-panda	https://open.spotify.com/artist/73uH2f85IABo20W97Cd6WG
Flummox	Avant-Garde Metal, Progressive Metal, Stoner Metal	2595	99	3.49		https://rateyourmusic.com/artist/flummox	https://open.spotify.com/artist/4gXhlZPlsmjQXsbFUEUTzi
Food House	Hyperpop, Electropop, Electronic Dance Music, Electro House, Bubblegum Bass	40809	3157	3.46	Boston, MA, United States	https://rateyourmusic.com/artist/food-house	https://open.spotify.com/artist/41f6TKH0EoBnj3N4xIp26g
Forced Into Femininity	Synth Punk, Noise	111	16	2.23		https://rateyourmusic.com/artist/forced-into-femininity	https://open.spotify.com/artist/5y1GMwJvXVplsdFRhxi6FB
Foster Carrots	Folk	None	1	3.5	Washington, DC, United States	https://rateyourmusic.com/artist/foster-carrots	None
FOXCULT	Post-Hardcore, Emo-Pop	3272	65	3.73		https://rateyourmusic.com/artist/foxcult	https://open.spotify.com/artist/7L6kMvKSw3xxrjQjkHxTVO
Foxtails	Screamo, Midwest Emo, Post-Hardcore, Art Punk	30519	5264	3.55		https://rateyourmusic.com/artist/foxtails	https://open.spotify.com/artist/428Jnte7ijQ5BCSXQoxpmO
Fraxiom	Hyperpop, Pop Rap, Experimental Hip Hop, Digicore, Bubblegum Bass, Alt-Pop	31533	1862	3.35	Chicago, IL, United States	https://rateyourmusic.com/artist/fraxiom	https://open.spotify.com/artist/04Y5zXsFqYRzDr6tMXj6aL
Freet Rella	Experimental	None	1	0.0	NY, United States	https://rateyourmusic.com/artist/freet-rella	None
Freya	Midwest Emo, Dream Pop	None	31	3.3	Melbourne, VIC, Australia	https://rateyourmusic.com/artist/freya-1	None
Friendly Clip Art	Electronic, Experimental	None	29	3.24	Powhatan, VA, United States	https://rateyourmusic.com/artist/friendly-clip-art	None
frrn	Ambient	None	2	2.81	Seattle, WA, United States	https://rateyourmusic.com/artist/frrn	None
G.L.O.S.S.	Queercore, Hardcore Punk, D-Beat	None	1493	3.55		https://rateyourmusic.com/artist/g_l_o_s_s	None
gammaGIRL	Slacker Rock, Horror Punk	1553	117	3.4	Blackpool, Lancashire, United Kingdom	https://rateyourmusic.com/artist/gammagirl	https://open.spotify.com/artist/12wxb0rncHIQ0WZUpxdEUl
Garden Angel	Experimental, Emo, Ambient, New Age, Free Improvisation, Bedroom Pop	495	403	2.84	Cookeville, TN, United States	https://rateyourmusic.com/artist/garden-angel	https://open.spotify.com/artist/6sv5dWWZb5P5P9ybzwNoD7
Gay Sin	Punk, Power Pop	None	15	3.63		https://rateyourmusic.com/artist/gay-sin	None
Gender Trash	Folk Punk	None	1	0.0	Petaluma, CA, United States	https://rateyourmusic.com/artist/gender-trash	None
Genesis Fawn		707	18	3.39	Dublin, Dublin, Ireland	https://rateyourmusic.com/artist/genesis-fawn	https://open.spotify.com/artist/2q4nfS8yg52MqMLmZ48deS
Genesis P-Orridge	Experimental, Electronic, Spoken Word, Industrial, Film Score, Post-Industrial	8417	594	3.21		https://rateyourmusic.com/artist/genesis-p-orridge	https://open.spotify.com/artist/1LIz0YepKcwUvVwWfMAUA6
Genital Shame	Black Metal	181	17	3.31	Pittsburgh, PA, United States	https://rateyourmusic.com/artist/genital-shame	https://open.spotify.com/artist/6jEQ9wweXV1cIGa6Wga1do
GenreQueer	Electronic	None	1	0.0	Trondheim, Sør-Trøndelag, Norway	https://rateyourmusic.com/artist/genrequeer	None
George Buzinkai		None	1	0.0		https://rateyourmusic.com/artist/george-buzinkai	None
Gigakoops		None	3	3.34		https://rateyourmusic.com/artist/gigakoops	None
Gingerbee	Midwest Emo, Screamo, Noise Pop	2053	603	3.51		https://rateyourmusic.com/artist/gingerbee	https://open.spotify.com/artist/4Qbxl6JsnUViVB7QmNjoH0
Girlpool	Indie Pop, Slacker Rock, Bedroom Pop, Indie Rock, Dream Pop	127003	1831	3.11		https://rateyourmusic.com/artist/girlpool	https://open.spotify.com/artist/3BYXi96LqI8TwNljFKE0DZ
Girls Rituals	Electropop, Indietronica, Synthpop, Glitch Pop, Power Noise, IDM	29630	1311	3.5	Toronto, ON, Canada	https://rateyourmusic.com/artist/girls-rituals	https://open.spotify.com/artist/5HdEsw8d1ZGm49Aw7GWTuD
glass beach	Indie Rock, Power Pop, Art Rock, Indietronica, Midwest Emo	94828	6322	3.42		https://rateyourmusic.com/artist/glass-beach	https://open.spotify.com/artist/4gHs8pWsgZpndQZKs6QVRH
Go! Child	Indietronica, Indie Pop, Bitpop	12276	43	3.05		https://rateyourmusic.com/artist/go-child	https://open.spotify.com/artist/71NoNPQLCQJOnBRKas4PeH
Goodnight Girl	Indietronica	None	13	3.13		https://rateyourmusic.com/artist/goodnight-girl	None
gothicwvlff	Dark Ambient, Sequencer & Tracker	12	34	3.14		https://rateyourmusic.com/artist/gothicwvlff	https://open.spotify.com/artist/3YbK16JLTLdQ58YLZHJaFL
graveem1nd	Hip Hop, Pop	None	34	3.19		https://rateyourmusic.com/artist/graveem1nd	None
Grumpster	Pop Punk	14525	70	3.35		https://rateyourmusic.com/artist/grumpster	https://open.spotify.com/artist/6aUzts6HmxY9CVr6U5hILq
Hagazussa	Black Metal	46	7	3.33	Portland, OR, United States	https://rateyourmusic.com/artist/hagazussa	https://open.spotify.com/artist/52lQzYgZEnZAf7Sm3gUkqC
Hank Bertholf		None	2	0.0	Portland, OR, United States	https://rateyourmusic.com/artist/hank-bertholf	None
Hannah	Hypnagogic Pop, Tape Music, Noise	None	62	3.39		https://rateyourmusic.com/artist/hannah-2	None
Hard Femme	Pop	219	1	2.0	Chicago, IL, United States	https://rateyourmusic.com/artist/hard-femme	https://open.spotify.com/artist/4l8MJkHtWChhWa08HcYixt
Harmony's Cuddle Party	Twee Pop	191	10	4.16		https://rateyourmusic.com/artist/harmonys-cuddle-party	https://open.spotify.com/artist/2kooGC4qTTltgqQ6wojyHG
Heather Alexander	Contemporary Folk	8701	17	3.52	Portland, OR, United States	https://rateyourmusic.com/artist/heather-alexander	https://open.spotify.com/artist/55AlphE9y02SH7btUJJfQF
Helena Celle	Electronic, Glitch Hop	494	41	3.31	Glasgow, Glasgow City, United Kingdom	https://rateyourmusic.com/artist/helena-celle	https://open.spotify.com/artist/5vxbPRnqmNSf2RDhaJYXc7
Hit Like a Girl	Indie Rock	2083	7	2.72	Montclair, NJ, United States	https://rateyourmusic.com/artist/hit-like-a-girl	https://open.spotify.com/artist/0saOG9dPAQ3PCwLLVNlgvQ
Holidaykiss	Hyperpop, Electropop	561	62	3.3	Philadelphia, PA, United States	https://rateyourmusic.com/artist/holidaykiss	https://open.spotify.com/artist/5bVXcowSBEn2xzvYkQe2uJ
hollow hymns	Slacker Rock, Noise Pop	23	8	3.24	Crystal Lake, IL, United States	https://rateyourmusic.com/artist/hollow-hymns	https://open.spotify.com/artist/5lP1e80tW4Wst4kwWYerur
Home Is Where	Midwest Emo, Post-Hardcore, Emo	18849	3511	3.51	United States	https://rateyourmusic.com/artist/home-is-where	https://open.spotify.com/artist/1umUe3DQdjTkk0LoMuwcj2
Honey Dijon	Garage House, Diva House, Deep House, House, Tech House	111442	220	3.29	New York, NY, United States	https://rateyourmusic.com/artist/honey-dijon	https://open.spotify.com/artist/0XfQBWgzisaS9ltDV9bXAS
Hop Along	Indie Rock, Indie Folk, Singer-Songwriter, Anti-Folk, Indie Pop	106618	5507	3.58	Philadelphia, PA, United States	https://rateyourmusic.com/artist/hop-along	https://open.spotify.com/artist/3yYUV3hkJit05YIUEODqgp
Imaginary Hockey League	Pop Punk, Emo	139	9	2.71		https://rateyourmusic.com/artist/imaginary-hockey-league	https://open.spotify.com/artist/3Rx9VsBaXvq4qCM4GODnh7
Index	Electronic Dance Music	None	10	2.88		https://rateyourmusic.com/artist/index-4	None
Inland Island	Pop Rock	106	2	2.21		https://rateyourmusic.com/artist/inland-island	https://open.spotify.com/artist/6M8SdXTsEkoHKY4xbRq0qh
Inseut	Glitch, Avant-Folk, Sound Collage, Ambient, Noise	36	27	2.78		https://rateyourmusic.com/artist/inseut	https://open.spotify.com/artist/2Wu4vcBQsUCdIqkGFbti2Z
INTERNET CLUB	Vaporwave, Ambient, Broken Transmission	None	989	3.23	Dallas, TX, United States	https://rateyourmusic.com/artist/internet-club	None
Isabella James	Indie Folk, Experimental Rock, Art Rock, Orchestral, Progressive Rock, Folktronica	None	157	3.32	Leeds, Yorkshire, United Kingdom	https://rateyourmusic.com/artist/isabella-james-2	None
Itarya Rosenberg		None	0	0.0	Philadelphia, PA, United States	https://rateyourmusic.com/artist/itarya-rosenberg	None
Izzy Heltai	Boston Folk, Western Mass Indie	4162	6	3.73	North Adams, MA, United States	https://rateyourmusic.com/artist/izzy-heltai	https://open.spotify.com/artist/609L5isoR1bZrX1oB0y6dF
J O H N I D A L I S		None	2	2.22		https://rateyourmusic.com/artist/j-o-h-n-i-d-a-l-i-s	None
Jackie Shane	Southern Soul, Deep Soul	15929	342	3.67		https://rateyourmusic.com/artist/jackie-shane	https://open.spotify.com/artist/6AXXiSvB6R7MpYsXW1inOx
Jackie Ward	Indie Pop, Indie Rock, Ambient Pop	211	95	3.54	New York, NY, United States	https://rateyourmusic.com/artist/jackie-ward	https://open.spotify.com/artist/6cPL9m8uFzIEinRVhpacNl
Jaiden Macintosh	Drone, Ambient, Glitch, Plunderphonics	28	55	2.61	MI, United States	https://rateyourmusic.com/artist/jaiden-macintosh	https://open.spotify.com/artist/1IzU342HxHqTfWxirKFYDZ
Jaimie Wilson		4501	1	3.67	New York, NY, United States	https://rateyourmusic.com/artist/jaimie-wilson	https://open.spotify.com/artist/3RO6xmj1dJKCZRxdlujdNu
Jake Zyrus	Opm	16627	0	0.0		https://rateyourmusic.com/artist/jake-zyrus-1	https://open.spotify.com/artist/6hIZBf6t4Yy8Lrqj7vPYTr
Jana Hunter	Singer-Songwriter, Freak Folk, Indie Folk	6673	371	3.23	Baltimore, MD, United States	https://rateyourmusic.com/artist/jana_hunter	https://open.spotify.com/artist/3iCtPx8eaTKvuu0SujhEg1
Jane Remover	Digicore, Hyperpop, Trap, Pop Rap, Shoegaze, Mashup	48628	8721	3.63	Chicago, IL, United States	https://rateyourmusic.com/artist/jane-remover	https://open.spotify.com/artist/2rLGlNI6htigNxx172qxLu
jane's sound castle	Electronic, IDM	None	37	3.88		https://rateyourmusic.com/artist/janes-sound-castle	None
Janis Lago	Post-Industrial, Progressive Electronic, IDM, Electronic, Experimental, Deconstructed Club	46	267	3.32		https://rateyourmusic.com/artist/janis-lago	https://open.spotify.com/artist/6m0rFXSSOL3JARnZOsziJJ
Jayne County	Glam Punk, Punk Rock, Post-Punk	4309	239	3.38	New York, NY, United States	https://rateyourmusic.com/artist/jayne-county	https://open.spotify.com/artist/14lR0MxZQqgAf7Zam2pwiI
Jolyne!	Nightcore, Plunderphonics, Noise, Vaporwave, Mashup, Glitch	None	69	2.84	Champaign, IL, United States	https://rateyourmusic.com/artist/jolyne	None
Jordaan Mason	Indie Folk, Singer-Songwriter, Slacker Rock, Anti-Folk, Contemporary Folk, Chamber Pop	6994	1401	3.6	Toronto, ON, Canada	https://rateyourmusic.com/artist/jordaan-mason	https://open.spotify.com/artist/5zInXkhCwoT9HGWgeKjKS6
Jordaan Mason & The Horse Museum	Indie Folk, Singer-Songwriter, Anti-Folk	10457	3122	3.71	Toronto, ON, Canada	https://rateyourmusic.com/artist/jordaan-mason-and-the-horse-museum	https://open.spotify.com/artist/5EQ6WS0sO77AIhthug6S0U
Jordaan Mason & Their Orchestra	Singer-Songwriter, Chamber Pop, Indie Folk	500	103	3.54		https://rateyourmusic.com/artist/jordaan-mason-and-their-orchestra	https://open.spotify.com/artist/3H3yUb3AWdSTaSBazTuM1t
Jordan/Martin Hell	Indie Rock	7	1	3.11	London, Greater London, United Kingdom	https://rateyourmusic.com/artist/jordan_martin-hell	https://open.spotify.com/artist/6zOfwwAmKbKHCZZNtBAOOJ
Jordana LeSesne	Drum and Bass	None	5	4.04	New York, NY, United States	https://rateyourmusic.com/artist/jordana-lesesne	None
Joséphine Paquette	Experimental	None	16	3.35	Brattleboro, VT, United States	https://rateyourmusic.com/artist/josephine-paquette	None
Josephine Collective	Emo-Pop	1229	11	4.1		https://rateyourmusic.com/artist/josephine_collective	https://open.spotify.com/artist/3DYZNxpjVQiMknt4farIZ6
Juliana Huxtable	Deconstructed Club	None	55	2.78	New York, NY, United States	https://rateyourmusic.com/artist/juliana-huxtable	None
June LaLonde	Indietronica, IDM, Electronic, Synthpop	501	85	3.46	Minneapolis, MN, United States	https://rateyourmusic.com/artist/june-lalonde	https://open.spotify.com/artist/1IU8Y8EUogFf85PtoaikIK
Just Fern	Indie Rock, Singer-Songwriter, Art Pop, Alternative R&B, Electropop, Progressive Pop	795	93	3.58	Pittsburgh, PA, United States	https://rateyourmusic.com/artist/just-fern	https://open.spotify.com/artist/1vAH8SlfKceI6URHfDhUa0
Jvly38!	Cloud Rap, Abstract Hip Hop, Experimental Hip Hop	51	31	2.89		https://rateyourmusic.com/artist/jvly38	https://open.spotify.com/artist/6ycDuBoK8c48jfYE7DfWJj
jx333	Digicore, Cloud Rap	73	20	3.34	Brisbane, QLD, Australia	https://rateyourmusic.com/artist/jx333	https://open.spotify.com/artist/4kYDxZEM6aJu23GUa6yXzC
Katastrophe	Hip Hop	936	2	2.04	San Francisco, CA, United States	https://rateyourmusic.com/artist/katastrophe	https://open.spotify.com/artist/4480P62XcAkqNwqeIxPbuY
Katie Dey	Indietronica, Art Pop, Neo-Psychedelia, Hypnagogic Pop, Glitch Pop, Chamber Pop	16742	3359	3.43		https://rateyourmusic.com/artist/katie-dey	https://open.spotify.com/artist/1SETr6LqWZXbJyEDVe6xDc
Kaylon		None	3	0.0	AZ, United States	https://rateyourmusic.com/artist/kaylon	None
Kerosin95	Pop Rap, Conscious Hip Hop	12128	20	3.7	Wien, Wien, Austria	https://rateyourmusic.com/artist/kerosin95	https://open.spotify.com/artist/43lLFqwBfXJP3T5ZsL6E2x
Kid Trash	Digicore, Trap, Pop Rap, Emo Rap, Cloud Rap, UK Hip Hop	20529	726	3.33	Nottingham, Nottinghamshire, United Kingdom	https://rateyourmusic.com/artist/kid-trash	https://open.spotify.com/artist/4etrehjW9pvA2SuBIt56Eh
Kim Petras	Electropop, Dance-Pop, Contemporary R&B, Synthpop, Nu-Disco, Pop Rap	1020316	3905	2.97	Los Angeles, CA, United States	https://rateyourmusic.com/artist/kim-petras	https://open.spotify.com/artist/3Xt3RrJMFv5SZkCfUE8C1J
Kitchen	Indie Rock	None	0	0.0	San Francisco, CA, United States	https://rateyourmusic.com/artist/kitchen-1	None
Klessa	Folk	None	14	3.47		https://rateyourmusic.com/artist/klessa	None
Kyros	Art Rock, Neo-Prog, Progressive Rock	3283	97	3.22		https://rateyourmusic.com/artist/kyros	https://open.spotify.com/artist/5kkMk2sv7YERByS9TDAf5u
la pumpkin	Electronic	66	8	1.15	Savannah, GA, United States	https://rateyourmusic.com/artist/la_pumpkin	https://open.spotify.com/artist/5pCmidXcl8YtNlQNjAkvmM
Lady Kabela	Experimental	172	9	3.5	NC, United States	https://rateyourmusic.com/artist/lady-kabela	https://open.spotify.com/artist/527xNtusheMvze7ED5JGIN
Laïka & The Tape Loops	Experimental	None	5	2.7	Baltimore, MD, United States	https://rateyourmusic.com/artist/laika-and-the-tape-loops	None
Laura Jane Grace	Folk Punk, Singer-Songwriter, Indie Folk, Indie Rock, Punk Rock, Indie Pop	33644	419	3.18	Chicago, IL, United States	https://rateyourmusic.com/artist/laura-jane-grace	https://open.spotify.com/artist/4yfPiAauSgUfyc4k4WtwM9
Laura Les	Hyperpop, Bubblegum Bass, Nightcore, Ambient, Pop Rap, Emo Rap	132416	3109	3.55		https://rateyourmusic.com/artist/laura-les	https://open.spotify.com/artist/3sklFG9fuDAq3vbIZlkNH6
Lauren Bousfield	Glitch Pop, Breakcore, IDM, Glitch, Electropop, Video Game Music	13369	1160	3.5	Los Angeles, CA, United States	https://rateyourmusic.com/artist/lauren-bousfield	https://open.spotify.com/artist/3RSVE1IZ6vEWn1IXW9TBkv
Lauren O'Connell	Indie Folk	19294	20	3.78		https://rateyourmusic.com/artist/lauren_oconnell	https://open.spotify.com/artist/5k58ro6wizhwH6oPwICLns
Left at London	Indie Pop, Alternative R&B, Art Pop, Singer-Songwriter, Alt-Pop, Pop Soul	51281	975	3.4	Seattle, WA, United States	https://rateyourmusic.com/artist/left-at-london	https://open.spotify.com/artist/3xPCFC8f7U3raEXOXQ3MrE
Lena Raine	Video Game Music, Ambient, Digital Fusion, Electronic, Cinematic Classical, Chamber Folk	188637	2840	3.8		https://rateyourmusic.com/artist/lena-raine	https://open.spotify.com/artist/3Ww8GMbCDMAGwJJ2hd7z7z
Lenny Zenith	Noise Pop	166	0	0.0	New York, NY, United States	https://rateyourmusic.com/artist/lenny-zenith	https://open.spotify.com/artist/70SgeFja8h8d6Q09YuZ0x9
Leor Miller	Slacker Rock	None	7	2.97	Red Hook, NY, United States	https://rateyourmusic.com/artist/leor-miller	None
leroy	Dariacore, Future Bass, Mashup, Speed House, Hard Dance, Electronic Dance Music	None	4702	3.6	Chicago, IL, United States	https://rateyourmusic.com/artist/leroy-2	None
